bucket	id	title	en_ratio	en_words	garble	annotation	excerpt
moderate	wiki:ig:59259	Asụsụ Vurës	0.02899	12	0	mt	Ọkà okwu Vurës, e dekọrọ na Vanuatu . Vurës (Vureas, Vures) bụ asụsụ Oceanic a na-asụ na mpaghara ndịda Vanua Lava Island, na agwaetiti Banks nke ugwu Vanuatu, nke ndị na-asụ ihe dị ka 2000 na-asụ. [ 2 ]  Ọka mmụta asụsụ Catriona Malau kọwara Vurës, n'ụdị ụtọ asụsụ [ 2 ] na akwụkwọ ọkọwa okwu. [ 3 ]
moderate	wiki:ig:15593	Irma Stern	0.01289	7	0	mt	Irma Stern (ubochí abụọ n'ọnwa Ọktoba 1894 rụo ụbọchị irí abụọ na àtó n'ọnwa Ọgọst 1966) bụ ónyé isi na-ese ihe na South Africa nke nwetara nkwado mba na nke mba ụwa n'oge ndụ ya.   Ndụ  A mụrụ Stern na Schweizer-Reneke, obéré ọbọdọ dị na Transvaal, nke nné na nnà German-Jewish. Ndị Britain tinyere 
moderate	wiki:ig:35335	O. C. Onwudike	0.01048	5	0	mt	Ogbonnaya Chikwe Onwudike (amụrụ na 12 Ọktoba 1947) bụ onye agụmakwụkwọ na onye nchịkwa Naijiria bụ osote onye isi nke Mahadum Rhema ugbu a ebe ọ bụ osote onyeisi nke abụọ nke Mahadum Ọrụ Ugbo Michael Okpara site na 2001 ruo 2006.   Mbido ndụ na agụmakwụkwọ  A mụrụ Onwudike na mpaghara gọọmentị ime 
moderate	wiki:ig:47555	Brian Alfred	0.01754	12	0	mt	Brian Alfred ( mmalite 2 Disemba 1974, na Pittsburgh, Pennsylvania ) bụ onye na-ese ihe dabere na Brooklyn, New York .[ a chọrọ nkọwa ]   Agụmakwụkwọ  Alfred nzere bachelọ nke Fine Art na Mahadum Penn State yana Masters of Fine Art degree na Mahadum Yale .  Ọ gara Skowhegan School of Painting and Sc
moderate	wiki:ig:48359	Deborah Pratt	0.02757	18	0	unclear	Deborah M. Pratt bụ onye nduzi America, onye ode akwụkwọ, onye na-emepụta ihe onyonyo na onye na-eme ihe nkiri.   Ndụ mbido  Pratt mụrụ ma zụlite na Chicago, Illinois, site na ezinụlọ ndị America America.  Ọ bụ ada Geraldine Marian ( née Bryant), onye nkuzi na Col. Bertram Roberson Pratt, onye osote
moderate	wiki:ig:38015	Nkịta Ndị Na-achụ	0.02985	4	0	unclear	Chased by the Dogs or The Thief and the Dogs (, translit. El less wal kilab) bụ ihe nkiri Egypt 1962 nke Kamal El Sheikh duziri, dabere na akwụkwọ akụkọ 1961 Onye ohi na Nkịta nke Naguib Mahfouz. Ọ banyere na 13th Berlin International Film Festival. Ahọpụtakwara ihe nkiri ahụ dị ka  ntinye Egypt mak
moderate	wiki:ig:15454	Harold Rubin	0.0158	7	0	mt	thumb Harold Rubin (ubochí irí àtó n'ọnwa Mee 1932 rụọ úbọchị mbú n'ọnwa Eprel 2020) bụ ónyé Israel na-ese ihe na onye na-egwu jazz n'efu.   Ndụ na ọrụ  A mụrụ Rubin na Johannesburg, South Africa n'ubochí irí àtó n'ọnwa Mee 1932. Ọ gara Jeppe High School for Boys ma nata ntụziaka onwé ónyé na nka ma
moderate	wiki:ig:53096	Abigail	0.01601	18	0	mt	áká_ịkẹngạ|thumb|250x250px|Devid na Abigail nke Antonio Molinari dere áká_ịkẹngạ|thumb|250x250px|Abigail ji akọ nke Juan Antonio Escalante dere áká_ịkẹngạ|thumb|250x250px|Devid na Abigail, 1860 osisi nke Julius Schnorr von Karolsfeld Abigail (Hibru: אֲבִיגַיִל, Modern: ʾAvīgayīl, Tiberian: ʾĂḇīḡayīl
moderate	wiki:ig:11698	Nze Ukwu Nnadum	0.01415	3	0	human	Nze Ukwu Nwelue Nnadum bụ onye ọka ikpe nke eze n'ụlọ eze dị n'Ezeoke Nsu ọ na-sụgharị ya na Obí mgbe ndị Portuguese rutere.   Ndụ  Nze Ukwu Nwelue Nnadum bụ okenye onye Igbo ọkà mmụta, ọkà ihe ọmụma na Court Adjudicator, onye jere ozi na Palace of Eze nke Nsu n'etiti 1780 na 1830. Ọ kwadoro ụkpụrụ 
moderate	wiki:ig:20879	Asụsụ Luba-Kasai	0.02002	21	0	mt	"Luba-KasaiCilubà""Cilubà"" is Standard Orthography, pronounced like ""Chilubà"" and ""Tshilubà"". (Tshilubà)Native toDemocratic Republic of the CongoRegionKasai  Kasai-Occidental  Kasai-OrientalEthnicityBaluba-Kasai (Bena-kasai)Native speakers(6.3 million Cilubaphones cited 1991)Luba-Kasai at Ethnologue ("
moderate	wiki:ig:17051	Ming Smith	0.02091	17	0	human	Ming Smith bụ onye Amerịka na-ese foto. Ọ bụ nwanyị Afrịka-Amerịka mbụ na-ese foto nke Museum Of Modern Art na New York City nwetara ọrụ ya.   Akụkọ ndụ  A mụrụ Smith na Detroit, Michigan, ma zụlite ya na Columbus, Ohio. Mgbe ọ gụsịrị akwụkwọ na Mahadum Howard n'afọ 1973, ọ kwagara New York City, eb
moderate	wiki:ig:13382	Elizabeth Balogun	0.01674	4	0	mt	Mkpúrù èdè íke'Elizabeth Balogun''' bụ onye egwuregwu basketball nke Naijiria. Ọ na-agba bọọlụ kọleji maka Louisville Cardinals Women's Team na ndị otu mba Naịjirịa.   Agumakwụkwọ sekọndrị  Balogun kwagara Hamilton Heights High SchoolTennessee na klas asatọ ya na Lagos, Nigeria. O nwetara akara 15.1
moderate	wiki:ig:22638	Cristina Fontes Lima	0.01159	4	0	human	Maria Cristina Lopes Almeida Fontes Lima (amụrụ n'afọ 1958) bụ onye ọka iwu na onye ndọrọ ndọrọ ọchịchị Cape Verde nke jere ozi dị ka minista ikpe ziri ezi site n'afọ 2001 ruo afọ 2006, Minista na-ahụ maka nchekwa site n'afo 2006 ruo afọ 2011 na osote praịm minista na minista ahụike site n'afo 2011 
heavy	wiki:ig:25213	Ụlọ Ọrụ Canada Maka Nhazi na Nnyocha Ihu igwe	0.03371	6	0	human	The Canadian Centre for Climate Modelling and Analysis (CCCma) bụ akụkụ nkè Climate Research Division of Environment Canada ma dị na Mahadum Victoria, Victoria, British Columbia. Ebumnuche ya bụ ịzụlite ma tinye n'ọrụ ụdị ihu igwe iji melite nghọta nkè mgbanwe ihu igwe ma mee atụmatụ dị ukwuu nke ih
heavy	wiki:ig:28138	Mary E. Ireland	0.03172	51	0	unclear	Mary E. Ireland Mary E. Ireland (née, Haines; aha mkpịsị aka, Marie Norman; Jenụwarị 9, 1834 - Ọktoba 29, 1927) bụ onye edemede na onye ntụgharị America. A mụrụ ya na Maryland, ọ biri ndụ na-arụsi ọrụ ike na Washington, D.C., na-ele ọrụ edemede ya anya dị ka ntụrụndụ. Ọ bụ ezie na a na-echeta ya dị 
heavy	wiki:ig:48058	Rene Paul Chambellan	0.05015	33	0	mt	"Rene Paul Chambellan (Septemba 15, 1893 - Nọvemba 29, 1955) bụ onye ọkpụ ọkpụ America bụ ihe n'ịkpụ ihe ọkpụkpụ.   Ọ bụkwa otu n'ime ndị mbụ na-eme ihe a na-akpọ ""French Modern Style"" ma sere Zig-Zag Moderne, ma ọ bụ Art Deco.   Ọ na-ahụkwa ọtụtụ oge n'ụdị Greco Deco.  ./link>[ a chọrọ nkọwa ]   Ndụ"
heavy	wiki:ig:18557	Marianne Thamm	0.05455	9	0	mt	residenceMarianne Thamm Category:Articles with hCards  Marianne Thamm bụ onye nta akụkọ South Africa, odee na onye na-eme ihe ọchị. Ọ bụ osote onye nchịkọta akụkọ nke Daily Maverick ma dee ọtụtụ akwụkwọ. N'afọ 2016, o wepụtara akwụkwọ ncheta, Hitler, Verwoerd, Mandela na m.Video – Between The Lines:
heavy	wiki:ig:28126	Agwa	0.04992	123	0	mt	áká_ịkẹngạ|thumb|Agwa n'elu ahihia áká_ịkẹngạ|thumb|Osisi àgwà thumb|Agwa Agwa  bụ mkpụrụ nke ọtụtụ osisi n'ezinụlọ Fabaceae, nke a na-eji dị ka akwụkwọ nri maka nri mmadụ ma ọ bụ anụmanụ. Enwere ike isi ha n'ọtụtụ ụzọ dị iche iche, gụnyere isi nri, isi nri, na isi nri, ma jiri ha mee ihe n'ọtụtụ nr
heavy	wiki:ig:74541	Akụkọ Ọgwụ	0.04104	11	0	mt	"Cover of Medical Misadventure in an Age of Professionalisation, 1780-1890 site na Alannah Tomkins, 2017. Social Histories of Medicine bụ usoro akwụkwọ sitere na Manchester University Press  nke na-ekpuchi ""akụkụ niile nke ahụike, ọrịa na ọgwụ, site na prehistory ruo ugbu a, n'akụkụ ọ bụla nke ụwa"". "
heavy	wiki:ig:76005	Rozsika Parker	0.06186	18	0	human	Rozsika Parker (27 Disemba 1945 - 5 Nọvemba 2010) bụ onye Britain na-agwọ ọrịa uche, ọkammụta akụkọ nka mere eme, odee na onye na-akwado nha ụmụ nwanyị.    Akụkọ ndụ  A mụrụ Parker na London ma ọ nọrọ afọ ndị mbụ ya na Oxford, ma na-agụ akwụkwọ na ụlọ akwụkwọ Wychwood .   N'agbata afọ 1966 ruo1969, 
heavy	wiki:ig:11279	The Punch	0.04306	9	0	mt	thumb The Punch bụ akwụkwọ akụkọ Naijiria ebipụtara ụbọchị hiwere na 1971.    Akụkọ ihe mere eme  Ọ bụ James Aboderin bụ onye ndekọ ego na Sam Amuka bụ onye odeakụkọ na onye nchịkọta akụkọ na Daily Times nke Nigeria tọrọ ntọala The Punch feet. Amuka ghọrọ onye nchịkọta akụkọ mbụ nke Sunday Punch . N
heavy	wiki:ig:29173	Sahab Geographic and Drafting Institute	0.13669	19	0	unclear	Sahab Geographic and Drafting Institute .Sahab Geographic na Drafing Institute bụ ụlọ akwụkwọ izizi mpaghara na eserese eserese na mpaghara nzuzo nke Iran na Middle East.  Ọ na-emepụta maapụ, globes, atlases na ihe nkuzi ndị ọzọ gbasara ọdịdị ala.[1][2][3]  Onye njikwa ụlọ ọrụ ugbu a bụ Mohammad Rez
heavy	wiki:ig:27550	Mary Kwalite	0.08108	12	0	mt	Mary Winefride Bousted (née Bleasdale; amuru 15 Septemba 1959) bu onye ahia ahia nke Britain bu onye okacha amara nke National Education Union (NEU) n’akuku Kevin Courtney.Bousted bụbu odeakwụkwọ ukwu nke otu ndị nkuzi, Association of Teachers and Lecturers (ATL) tupu ya na National Union of Teacher
heavy	wiki:ig:14190	Jude Idada	0.04163	51	0	mt	Category:Articles with hCards  Jude Idada bụ onye Naijiria na-ede ihe nkiri, onye na-eme ihe nkiri, onye na-ede uri, onye na-ede egwuregwu na onye na-emepụta ihe nkiri a maara nke ọma maka ide ihe nkiri, The Tenant . Ọ rụpụtala ma dee ọtụtụ obere ihe nkiri na akwụkwọ ndị ọzọ.   Mmalite ndụ ya na agụ
heavy	wiki:ig:51021	Njikọ nke ụmụ nwanyị ndị Juu (Germany)	0.03256	21	0	human	Njikọ nke ndị inyom Juu na Germany (German: Jüdischer Frauenbund, JFB) bụ Bertha Pappenheim tọrọ ntọala na 1904. Pappenheim duuru JFB n'ime afọ iri abụọ mbụ nke ịdị adị ya, ma nọgide na-arụsi ọrụ ike na ya ruo mgbe ọ nwụrụ na 1936.[1] JFB bịara na-ewu ewu site na narị afọ nke 20. N’oge ọ kacha elu n
heavy	wiki:ig:14757	Chuck Patton	0.04677	34	0	mt	Chuck Patton Chuck Patton Chuck Patton subcatChuck Patton sortkeyChuck Patton Francis Chuck Patton bụ onye African-American na-ese ihe nkiri na onye na-eme ihe nkiri. A maara ya nke ọma maka ọrụ ya na ihe nkiri DC Comics a kpọrọ 'Justice League of America na 1980s, kpọmkwem maka oge ndị otu ahụ kwag
heavy	wiki:ig:23394	Helen Zille	0.11556	26	0	unclear	Otta Helene Maree (née Zille /ˈzɪlə/; Amụrụ na 9 Machị 1951), nke a maara dị ka Helen Zille, bụ onye ndọrọ ndọrọ ọchịchị South Africa. Ọ rụrụ ọrụ dị ka Onye isi oche nke Federal Council nke Democratic Alliance kemgbe ụbọchị 20 Ọktoba 2019. Site n'afọ 2009 ruo afọ 2019, ọ bụ onye isi ala nke mpaghara
heavy	wiki:ig:51941	Mehbub Mondal	0.0411	3	0	human	Mehbub Mondal bụ onye ndọrọ ndọrọ ọchịchị India si West Bengal nke All India Trinamool Congress. Ọ bụbu onye so na West Bengal Legislative Assembly.   Akụkọ ndụ  A họpụtara Mondal ka onye omebe iwu nke West Bengal Legislative Assembly dị ka onye ndoro-ndoro ochichi All India Forward Bloc si Galsi na
heavy	wiki:ig:26873	New Capitol Cinemas	0.05385	7	0	human	New Capitol Cinemas bụ usoro ihe nkiri na Botswana.  New Capitol Cinema meghere Botswana mbụ Cineplex na 2002, dị ka ụlọ ihe nkiri ihuenyo anọ na Riverwalk shopping Mall na Gaborne East.. N'otu afọ ahụ, New Capitol Cinemas meghere ihe nkiri itoolu na Game Shopping Mall na Gaborone West. Otu n'ime nd
heavy	wiki:ig:51383	Bernard Fonlon	0.03472	10	0	mt	Bernard Nsokika Fonlon (19 Nọvemba 1924 - 27 Ọgọst 1986) bụ onye ndọrọ ndọrọ ọchịchị Cameroon na onye nkuzi nke rụrụ ọrụ na mmepe nke asụsụ abụọ na Cameroon .  thumb   Mbido ndụ na agụmakwụkwọ  A mụrụ Bernard Fonlon na 19 November 1924 na Kumbo Nso na Cameroon. [2] Ọ malitere agụmakwụkwọ elementrị y
heavy	wiki:ig:55783	Jason Leiba	0.05	7	0	mt	Jason Leibahttps://www.nyweeklymagazine.com/blog/30-years-of-service-excellence-jason-leiba-on-success-in-finance-and-insurance bụ onye ọchụnta ego na onye amụrụ na St. Petersburg. Andrew , Jamaica , June 14 , 1979 .https://www.entrepreneursherald.com/blog/jason-leiba-founder-of-leiba-associates-bui
heavy	wiki:ig:33811	Averil Cameron	0.04023	48	0	mt	Category:Articles with hCards Dame Averil Millicent Cameron DBE FSA FRHistS FBA (née Sutton; amụrụ na 8 Febụwarị 1940), nke a na-akpọkarị A. M. Cameron, bụ onye ọkọ akụkọ ihe mere eme nke Britain. Ọ na-ede na Late Antiquity, Classics, na Byzantine Studies. Ọ bụ Prọfesọ nke Late Antique na Byzantine 
heavy	wiki:ig:15987	Anta Germane Gaye	0.0303	3	0	mt	Category:Articles with hCards Anta Germane Gaye (amụrụ n'afọ 1953) bụ onye Senegal na-ese ihe na onye na-akpụ ihe ọkpụkpụ.   Ihe ngosi    1998: Pont (ihe a tụrụ atụ), Goethe Institute, Saint-Louis  1996: Ndị ikpeazụ maka Onye isi ala nke Republic Prize for the Arts, Dakar  1995: Signes Plus (Helsen)
heavy	wiki:ig:17553	Tiko Campbell	0.05	4	0	human	Tiko Frederick Campbell (Ọgọstụ 7, na afọ 1947 , Febrụwarị 16, na afo 2012) bụ onye edemede America na onye na-ese ụkpụrụ ụlọ si Washington, D.C. Campbell bụ di mbụ nke onye edemede nwụrụ anwụ Bebe Moore Campbell, na nna nke onye na-eme ihe nkiri Maia Campbell. Ọ bụkwa onye dere akwụkwọ akụkọ ihe me
heavy	wiki:ig:53953	Sarah Cardell	0.05328	13	0	human	Sarah Francesca Louise Cardell (amuru na Nọvemba 1973) bu onye isi oche nke Asọmpi na Ahịa nke Britain (CMA).   Mbido ndụ na agụmakwụkwọ  A mụrụ Cardell na November 1973. Ọ gụrụ akwụkwọ nkà ihe ọmụma, ndọrọ ndọrọ ọchịchị na akụnụba na Exeter College, University of Oxford.    Ọrụ  Cardell rụrụ ọrụ na
heavy	wiki:ig:37115	Imbabazi: Mgbaghara	0.0396	12	0	mt	Imbabazi: The Pardon bụ ihe nkiri Rwandan nke afọ 2013, ihe nkiri izizi nke onye nduzi Joël Karekezi.  Karekezi invited to Seattle International Film Festival, The New Times, 3 May 2013. : E mere mgbaghara ahụ na mmefu ego dị ala, na ndị na-eme ihe nkiri na-eme n'efu, ma gbaa ya na Uganda. Ihe nkiri
heavy	wiki:ig:36939	Asụsụ Kili	0.04072	9	0	mt	KiliKur-UrmiA mụrụ ya Russia, ChinaNdị na-asụ asụsụ ala (40 e depụtara 1989-1990) [e depụtara dị mkpa]Ezinụlọ asụsụTungusic  Ebe Ugwu  Ewenic  Ìgwè Evenki  KiliKoodu asụsụISO 639-3Ọ dịghị onye (nke na-ezighị ezi) Glottologkile1243ELP Kili  KilenframelessA na-ahazi Kili dị ka nke nọ n'ihe ize ndụ sit
heavy	wiki:ig:39890	Robin N. Hamilton	0.0334	32	0	unclear	"Robin Nicole Hamilton bụ onye nta akụkọ America, onye edemede, onye na-eme ihe nkiri telivishọn, na onye isi na ""ARoundRobin Production Company"". Ọ rụrụ ọrụ dị ka onye nta akụkọ mgbasa ozi na Florida, New York, Boston, Massachusetts, na Washington, D.C. Ọ duziri obere ihe nkiri akwụkwọ akụkọ 2015 Th"
